id_meteo,timestamp_completo,temperatura,temperatura_percepita,codice_meteo,descrizione,fascia_temperatura
89,2021-01-04 16:00:00,6.60,4.20,1,Nuvoloso,Freddo
90,2021-01-04 17:00:00,4.70,2.40,2,Nuvoloso,Freddo
91,2021-01-04 18:00:00,4.00,1.60,2,Nuvoloso,Freddo
92,2021-01-04 19:00:00,4.10,1.70,1,Nuvoloso,Freddo
93,2021-01-04 20:00:00,4.10,2.00,3,Nuvoloso,Freddo
94,2021-01-04 21:00:00,2.70,-0.10,3,Nuvoloso,Freddo
95,2021-01-04 22:00:00,2.30,-0.40,2,Nuvoloso,Freddo
96,2021-01-04 23:00:00,1.90,-0.80,1,Nuvoloso,Freddo
97,2021-01-05 00:00:00,1.10,-1.70,1,Nuvoloso,Freddo
98,2021-01-05 01:00:00,2.60,-0.10,0,Cielo Sereno,Freddo
99,2021-01-05 02:00:00,2.70,-0.30,0,Cielo Sereno,Freddo
100,2021-01-05 03:00:00,2.20,-0.50,3,Nuvoloso,Freddo
101,2021-01-05 04:00:00,2.00,-0.80,3,Nuvoloso,Freddo
102,2021-01-05 05:00:00,1.80,-0.90,3,Nuvoloso,Freddo
103,2021-01-05 06:00:00,1.90,-0.70,3,Nuvoloso,Freddo
104,2021-01-05 07:00:00,1.40,-1.20,3,Nuvoloso,Freddo
105,2021-01-05 08:00:00,1.20,-1.20,51,Pioggia,Freddo
106,2021-01-05 09:00:00,2.00,-0.40,51,Pioggia,Freddo
107,2021-01-05 10:00:00,2.50,0.00,61,Pioggia,Freddo
108,2021-01-05 11:00:00,2.20,-0.50,71,Neve,Freddo
109,2021-01-05 12:00:00,3.00,0.90,51,Pioggia,Freddo
110,2021-01-05 13:00:00,4.20,2.10,51,Pioggia,Freddo
111,2021-01-05 14:00:00,4.70,2.50,51,Pioggia,Freddo
112,2021-01-05 15:00:00,5.40,3.00,51,Pioggia,Freddo
113,2021-01-05 16:00:00,5.40,3.60,3,Nuvoloso,Freddo
114,2021-01-05 17:00:00,4.40,2.60,53,Pioggia,Freddo
115,2021-01-05 18:00:00,4.00,1.90,51,Pioggia,Freddo
116,2021-01-05 19:00:00,4.20,2.40,3,Nuvoloso,Freddo
117,2021-01-05 20:00:00,3.40,1.50,3,Nuvoloso,Freddo
118,2021-01-05 21:00:00,3.70,2.10,3,Nuvoloso,Freddo
119,2021-01-05 22:00:00,3.00,1.10,3,Nuvoloso,Freddo
120,2021-01-05 23:00:00,3.20,1.20,3,Nuvoloso,Freddo
121,2021-01-06 00:00:00,3.50,1.70,3,Nuvoloso,Freddo
122,2021-01-06 01:00:00,2.50,0.10,3,Nuvoloso,Freddo
123,2021-01-06 02:00:00,4.00,1.80,3,Nuvoloso,Freddo
124,2021-01-06 03:00:00,2.70,0.20,3,Nuvoloso,Freddo
125,2021-01-06 04:00:00,2.00,-1.10,3,Nuvoloso,Freddo
126,2021-01-06 05:00:00,3.30,0.30,3,Nuvoloso,Freddo
127,2021-01-06 06:00:00,3.20,0.20,3,Nuvoloso,Freddo
128,2021-01-06 07:00:00,2.50,-0.20,3,Nuvoloso,Freddo
129,2021-01-06 08:00:00,1.90,-0.70,3,Nuvoloso,Freddo
130,2021-01-06 09:00:00,3.20,0.80,3,Nuvoloso,Freddo
131,2021-01-06 10:00:00,4.40,2.30,2,Nuvoloso,Freddo
132,2021-01-06 11:00:00,5.60,3.70,3,Nuvoloso,Freddo
133,2021-01-06 12:00:00,6.60,4.70,3,Nuvoloso,Freddo
134,2021-01-06 13:00:00,7.40,4.10,3,Nuvoloso,Freddo
135,2021-01-06 14:00:00,7.80,4.50,3,Nuvoloso,Freddo
136,2021-01-06 15:00:00,7.70,4.90,2,Nuvoloso,Freddo
137,2021-01-06 16:00:00,5.80,3.70,2,Nuvoloso,Freddo
138,2021-01-06 17:00:00,4.60,2.20,2,Nuvoloso,Freddo
139,2021-01-06 18:00:00,2.80,0.30,1,Nuvoloso,Freddo
140,2021-01-06 19:00:00,0.80,-2.20,3,Nuvoloso,Freddo
141,2021-01-06 20:00:00,0.90,-1.90,3,Nuvoloso,Freddo
142,2021-01-06 21:00:00,0.40,-2.50,3,Nuvoloso,Freddo
143,2021-01-06 22:00:00,0.80,-2.10,3,Nuvoloso,Freddo
144,2021-01-06 23:00:00,-0.60,-3.90,3,Nuvoloso,Freddo
145,2021-01-07 00:00:00,-0.20,-3.10,3,Nuvoloso,Freddo
146,2021-01-07 01:00:00,0.10,-3.00,3,Nuvoloso,Freddo
147,2021-01-07 02:00:00,1.90,-0.80,1,Nuvoloso,Freddo
148,2021-01-07 03:00:00,1.10,-1.80,0,Cielo Sereno,Freddo
149,2021-01-07 04:00:00,-0.90,-4.40,1,Nuvoloso,Freddo
150,2021-01-07 05:00:00,-1.30,-4.80,0,Cielo Sereno,Freddo
151,2021-01-07 06:00:00,-0.60,-3.80,0,Cielo Sereno,Freddo
152,2021-01-07 07:00:00,-1.00,-4.10,3,Nuvoloso,Freddo
153,2021-01-07 08:00:00,-0.20,-3.00,3,Nuvoloso,Freddo
154,2021-01-07 09:00:00,1.50,-0.90,3,Nuvoloso,Freddo
155,2021-01-07 10:00:00,3.70,1.30,3,Nuvoloso,Freddo
156,2021-01-07 11:00:00,4.10,1.50,3,Nuvoloso,Freddo
157,2021-01-07 12:00:00,4.40,1.80,3,Nuvoloso,Freddo
158,2021-01-07 13:00:00,5.10,2.40,3,Nuvoloso,Freddo
159,2021-01-07 14:00:00,5.30,2.60,3,Nuvoloso,Freddo
160,2021-01-07 15:00:00,5.40,2.70,2,Nuvoloso,Freddo
161,2021-01-07 16:00:00,4.70,2.40,3,Nuvoloso,Freddo
162,2021-01-07 17:00:00,2.50,-0.50,3,Nuvoloso,Freddo
163,2021-01-07 18:00:00,2.80,0.40,3,Nuvoloso,Freddo
164,2021-01-07 19:00:00,3.20,0.90,3,Nuvoloso,Freddo
165,2021-01-07 20:00:00,3.10,0.90,3,Nuvoloso,Freddo
166,2021-01-07 21:00:00,3.00,0.70,3,Nuvoloso,Freddo
167,2021-01-07 22:00:00,3.00,0.70,3,Nuvoloso,Freddo
168,2021-01-07 23:00:00,2.70,0.50,3,Nuvoloso,Freddo
169,2021-01-08 00:00:00,1.90,-0.50,2,Nuvoloso,Freddo
170,2021-01-08 01:00:00,1.60,-1.10,3,Nuvoloso,Freddo
171,2021-01-08 02:00:00,2.10,-0.30,3,Nuvoloso,Freddo
172,2021-01-08 03:00:00,2.00,-0.80,3,Nuvoloso,Freddo
173,2021-01-08 04:00:00,2.20,-0.80,3,Nuvoloso,Freddo
174,2021-01-08 05:00:00,2.30,-0.80,3,Nuvoloso,Freddo
175,2021-01-08 06:00:00,2.40,-0.70,51,Pioggia,Freddo
176,2021-01-08 07:00:00,2.30,-0.90,51,Pioggia,Freddo
177,2021-01-08 08:00:00,1.30,-1.80,1,Nuvoloso,Freddo
178,2021-01-08 09:00:00,2.50,-0.90,1,Nuvoloso,Freddo
179,2021-01-08 10:00:00,3.80,0.10,2,Nuvoloso,Freddo
180,2021-01-08 11:00:00,4.60,0.90,2,Nuvoloso,Freddo
181,2021-01-08 12:00:00,5.30,1.70,2,Nuvoloso,Freddo
182,2021-01-08 13:00:00,5.40,1.80,3,Nuvoloso,Freddo
183,2021-01-08 14:00:00,5.60,2.30,0,Cielo Sereno,Freddo
184,2021-01-08 15:00:00,5.60,2.40,0,Cielo Sereno,Freddo
185,2021-01-08 16:00:00,4.80,2.00,0,Cielo Sereno,Freddo
186,2021-01-08 17:00:00,1.30,-2.20,0,Cielo Sereno,Freddo
187,2021-01-08 18:00:00,1.00,-2.30,0,Cielo Sereno,Freddo
188,2021-01-08 19:00:00,0.90,-2.30,1,Nuvoloso,Freddo
189,2021-01-08 20:00:00,0.90,-2.30,1,Nuvoloso,Freddo
190,2021-01-08 21:00:00,0.70,-2.50,1,Nuvoloso,Freddo
191,2021-01-08 22:00:00,1.00,-2.10,2,Nuvoloso,Freddo
192,2021-01-08 23:00:00,1.00,-2.30,2,Nuvoloso,Freddo
193,2021-01-09 00:00:00,0.60,-2.60,3,Nuvoloso,Freddo
194,2021-01-09 01:00:00,0.40,-3.10,2,Nuvoloso,Freddo
195,2021-01-09 02:00:00,0.20,-3.20,2,Nuvoloso,Freddo
196,2021-01-09 03:00:00,0.00,-3.40,2,Nuvoloso,Freddo
197,2021-01-09 04:00:00,0.10,-3.50,3,Nuvoloso,Freddo
198,2021-01-09 05:00:00,0.30,-3.10,3,Nuvoloso,Freddo
199,2021-01-09 06:00:00,0.20,-3.10,3,Nuvoloso,Freddo
200,2021-01-09 07:00:00,0.20,-3.10,3,Nuvoloso,Freddo
201,2021-01-09 08:00:00,-0.20,-3.60,3,Nuvoloso,Freddo
202,2021-01-09 09:00:00,0.90,-2.60,3,Nuvoloso,Freddo
203,2021-01-09 10:00:00,1.90,-1.70,3,Nuvoloso,Freddo
204,2021-01-09 11:00:00,2.80,-0.80,3,Nuvoloso,Freddo
205,2021-01-09 12:00:00,3.50,-0.30,3,Nuvoloso,Freddo
206,2021-01-09 13:00:00,2.80,-0.90,3,Nuvoloso,Freddo
207,2021-01-09 14:00:00,3.00,-0.80,3,Nuvoloso,Freddo
208,2021-01-09 15:00:00,3.00,-0.80,3,Nuvoloso,Freddo
209,2021-01-09 16:00:00,2.80,-0.80,3,Nuvoloso,Freddo
210,2021-01-09 17:00:00,2.30,-1.50,3,Nuvoloso,Freddo
211,2021-01-09 18:00:00,2.30,-1.60,3,Nuvoloso,Freddo
212,2021-01-09 19:00:00,2.00,-1.90,3,Nuvoloso,Freddo
213,2021-01-09 20:00:00,2.00,-2.10,3,Nuvoloso,Freddo
214,2021-01-09 21:00:00,1.40,-2.70,3,Nuvoloso,Freddo
215,2021-01-09 22:00:00,1.40,-2.60,3,Nuvoloso,Freddo
216,2021-01-09 23:00:00,2.00,-2.00,3,Nuvoloso,Freddo
217,2021-01-10 00:00:00,1.60,-2.40,3,Nuvoloso,Freddo
218,2021-01-10 01:00:00,0.90,-2.60,3,Nuvoloso,Freddo
219,2021-01-10 02:00:00,1.10,-2.60,3,Nuvoloso,Freddo
220,2021-01-10 03:00:00,1.10,-2.90,3,Nuvoloso,Freddo
221,2021-01-10 04:00:00,1.20,-2.80,3,Nuvoloso,Freddo
222,2021-01-10 05:00:00,1.40,-2.50,71,Neve,Freddo
223,2021-01-10 06:00:00,1.60,-1.90,71,Neve,Freddo
224,2021-01-10 07:00:00,1.90,-1.20,51,Pioggia,Freddo
225,2021-01-10 08:00:00,2.20,-1.00,51,Pioggia,Freddo
226,2021-01-10 09:00:00,2.20,-1.20,71,Neve,Freddo
227,2021-01-10 10:00:00,2.80,-0.50,51,Pioggia,Freddo
228,2021-01-10 11:00:00,2.90,-0.50,51,Pioggia,Freddo
229,2021-01-10 12:00:00,3.10,-0.50,51,Pioggia,Freddo
230,2021-01-10 13:00:00,1.50,-2.00,51,Pioggia,Freddo
231,2021-01-10 14:00:00,1.90,-1.50,51,Pioggia,Freddo
232,2021-01-10 15:00:00,2.10,-1.40,51,Pioggia,Freddo
233,2021-01-10 16:00:00,2.30,-0.90,51,Pioggia,Freddo
234,2021-01-10 17:00:00,2.20,-1.20,3,Nuvoloso,Freddo
235,2021-01-10 18:00:00,1.80,-1.90,3,Nuvoloso,Freddo
236,2021-01-10 19:00:00,1.80,-1.90,3,Nuvoloso,Freddo
237,2021-01-10 20:00:00,1.60,-2.00,3,Nuvoloso,Freddo
238,2021-01-10 21:00:00,1.30,-2.40,51,Pioggia,Freddo
239,2021-01-10 22:00:00,0.80,-3.20,2,Nuvoloso,Freddo
240,2021-01-10 23:00:00,0.60,-3.50,2,Nuvoloso,Freddo
241,2021-01-11 00:00:00,0.20,-3.90,2,Nuvoloso,Freddo
242,2021-01-11 01:00:00,-0.80,-4.70,2,Nuvoloso,Freddo
243,2021-01-11 02:00:00,-0.50,-4.20,1,Nuvoloso,Freddo
244,2021-01-11 03:00:00,-0.80,-4.50,1,Nuvoloso,Freddo
245,2021-01-11 04:00:00,-1.20,-4.90,0,Cielo Sereno,Freddo
246,2021-01-11 05:00:00,-2.60,-6.30,2,Nuvoloso,Freddo
247,2021-01-11 06:00:00,-1.60,-5.20,2,Nuvoloso,Freddo
248,2021-01-11 07:00:00,-1.40,-5.10,1,Nuvoloso,Freddo
249,2021-01-11 08:00:00,-1.70,-5.50,2,Nuvoloso,Freddo
250,2021-01-11 09:00:00,-0.60,-4.60,2,Nuvoloso,Freddo
251,2021-01-11 10:00:00,0.60,-3.40,2,Nuvoloso,Freddo
252,2021-01-11 11:00:00,1.60,-2.50,3,Nuvoloso,Freddo
253,2021-01-11 12:00:00,2.80,-1.50,2,Nuvoloso,Freddo
254,2021-01-11 13:00:00,2.50,-1.20,2,Nuvoloso,Freddo
255,2021-01-11 14:00:00,3.50,-0.90,3,Nuvoloso,Freddo
256,2021-01-11 15:00:00,4.10,-0.80,3,Nuvoloso,Freddo
257,2021-01-11 16:00:00,3.70,-0.70,3,Nuvoloso,Freddo
258,2021-01-11 17:00:00,2.20,-1.60,3,Nuvoloso,Freddo
259,2021-01-11 18:00:00,1.60,-2.30,2,Nuvoloso,Freddo
260,2021-01-11 19:00:00,0.40,-3.50,1,Nuvoloso,Freddo
261,2021-01-11 20:00:00,-0.30,-4.20,2,Nuvoloso,Freddo
262,2021-01-11 21:00:00,-0.10,-4.20,2,Nuvoloso,Freddo
263,2021-01-11 22:00:00,-0.30,-4.50,1,Nuvoloso,Freddo
264,2021-01-11 23:00:00,-0.40,-4.70,1,Nuvoloso,Freddo
265,2021-01-12 00:00:00,-0.60,-4.90,1,Nuvoloso,Freddo
266,2021-01-12 01:00:00,0.00,-4.40,2,Nuvoloso,Freddo
267,2021-01-12 02:00:00,-0.20,-4.40,1,Nuvoloso,Freddo
268,2021-01-12 03:00:00,-0.90,-5.20,0,Cielo Sereno,Freddo
269,2021-01-12 04:00:00,-1.10,-5.40,0,Cielo Sereno,Freddo
270,2021-01-12 05:00:00,-1.40,-5.60,0,Cielo Sereno,Freddo
271,2021-01-12 06:00:00,-1.60,-5.60,0,Cielo Sereno,Freddo
272,2021-01-12 07:00:00,-1.90,-5.80,0,Cielo Sereno,Freddo
273,2021-01-12 08:00:00,-2.20,-6.10,2,Nuvoloso,Freddo
274,2021-01-12 09:00:00,0.00,-3.90,3,Nuvoloso,Freddo
275,2021-01-12 10:00:00,2.80,-0.70,2,Nuvoloso,Freddo
276,2021-01-12 11:00:00,4.20,0.60,2,Nuvoloso,Freddo
277,2021-01-12 12:00:00,5.60,2.30,3,Nuvoloso,Freddo
278,2021-01-12 13:00:00,5.40,2.10,1,Nuvoloso,Freddo
279,2021-01-12 14:00:00,5.80,3.00,3,Nuvoloso,Freddo
280,2021-01-12 15:00:00,5.80,2.70,3,Nuvoloso,Freddo
281,2021-01-12 16:00:00,4.20,1.00,3,Nuvoloso,Freddo
282,2021-01-12 17:00:00,3.10,0.50,3,Nuvoloso,Freddo
283,2021-01-12 18:00:00,0.90,-2.20,1,Nuvoloso,Freddo
284,2021-01-12 19:00:00,0.20,-2.90,3,Nuvoloso,Freddo
285,2021-01-12 20:00:00,1.10,-2.20,1,Nuvoloso,Freddo
286,2021-01-12 21:00:00,0.00,-3.60,1,Nuvoloso,Freddo
287,2021-01-12 22:00:00,-0.20,-3.70,1,Nuvoloso,Freddo
288,2021-01-12 23:00:00,-0.20,-4.00,0,Cielo Sereno,Freddo
289,2021-01-13 00:00:00,-0.60,-4.30,0,Cielo Sereno,Freddo
290,2021-01-13 01:00:00,-0.50,-4.60,0,Cielo Sereno,Freddo
291,2021-01-13 02:00:00,0.00,-4.00,0,Cielo Sereno,Freddo
292,2021-01-13 03:00:00,0.20,-3.60,0,Cielo Sereno,Freddo
293,2021-01-13 04:00:00,-0.10,-3.70,0,Cielo Sereno,Freddo
294,2021-01-13 05:00:00,-0.10,-3.70,0,Cielo Sereno,Freddo
295,2021-01-13 06:00:00,-0.60,-4.10,0,Cielo Sereno,Freddo
296,2021-01-13 07:00:00,-1.40,-4.60,0,Cielo Sereno,Freddo
297,2021-01-13 08:00:00,-1.80,-4.80,0,Cielo Sereno,Freddo
298,2021-01-13 09:00:00,0.40,-2.10,0,Cielo Sereno,Freddo
299,2021-01-13 10:00:00,4.20,1.70,0,Cielo Sereno,Freddo
300,2021-01-13 11:00:00,5.80,3.50,0,Cielo Sereno,Freddo
301,2021-01-13 12:00:00,6.90,4.40,0,Cielo Sereno,Freddo
302,2021-01-13 13:00:00,8.10,4.60,0,Cielo Sereno,Freddo
303,2021-01-13 14:00:00,7.90,5.10,0,Cielo Sereno,Freddo
304,2021-01-13 15:00:00,7.80,5.20,0,Cielo Sereno,Freddo
305,2021-01-13 16:00:00,7.40,5.40,0,Cielo Sereno,Freddo
306,2021-01-13 17:00:00,3.30,0.60,0,Cielo Sereno,Freddo
307,2021-01-13 18:00:00,2.00,-0.90,0,Cielo Sereno,Freddo
308,2021-01-13 19:00:00,1.40,-1.40,0,Cielo Sereno,Freddo
309,2021-01-13 20:00:00,-0.10,-3.00,0,Cielo Sereno,Freddo
310,2021-01-13 21:00:00,-0.80,-3.80,0,Cielo Sereno,Freddo
311,2021-01-13 22:00:00,-1.10,-4.60,0,Cielo Sereno,Freddo
312,2021-01-13 23:00:00,-0.30,-4.20,0,Cielo Sereno,Freddo
313,2021-01-14 00:00:00,0.60,-3.50,0,Cielo Sereno,Freddo
314,2021-01-14 01:00:00,-0.80,-4.60,0,Cielo Sereno,Freddo
315,2021-01-14 02:00:00,0.90,-2.50,0,Cielo Sereno,Freddo
316,2021-01-14 03:00:00,0.40,-2.90,0,Cielo Sereno,Freddo
317,2021-01-14 04:00:00,0.20,-3.00,0,Cielo Sereno,Freddo
318,2021-01-14 05:00:00,0.60,-2.70,0,Cielo Sereno,Freddo
319,2021-01-14 06:00:00,0.60,-2.60,0,Cielo Sereno,Freddo
320,2021-01-14 07:00:00,0.40,-2.50,1,Nuvoloso,Freddo
321,2021-01-14 08:00:00,1.00,-1.60,1,Nuvoloso,Freddo
322,2021-01-14 09:00:00,3.00,0.10,1,Nuvoloso,Freddo
323,2021-01-14 10:00:00,5.20,2.20,0,Cielo Sereno,Freddo
324,2021-01-14 11:00:00,6.70,4.10,0,Cielo Sereno,Freddo
325,2021-01-14 12:00:00,6.90,3.90,0,Cielo Sereno,Freddo
326,2021-01-14 13:00:00,7.40,5.10,0,Cielo Sereno,Freddo
327,2021-01-14 14:00:00,7.20,3.80,0,Cielo Sereno,Freddo
328,2021-01-14 15:00:00,7.00,4.70,0,Cielo Sereno,Freddo
329,2021-01-14 16:00:00,6.40,4.20,0,Cielo Sereno,Freddo
330,2021-01-14 17:00:00,2.50,-0.60,0,Cielo Sereno,Freddo
331,2021-01-14 18:00:00,2.20,-0.90,0,Cielo Sereno,Freddo
332,2021-01-14 19:00:00,1.10,-1.70,0,Cielo Sereno,Freddo
333,2021-01-14 20:00:00,1.00,-1.90,0,Cielo Sereno,Freddo
334,2021-01-14 21:00:00,1.00,-2.30,1,Nuvoloso,Freddo
335,2021-01-14 22:00:00,1.50,-1.60,2,Nuvoloso,Freddo
336,2021-01-14 23:00:00,1.50,-1.70,2,Nuvoloso,Freddo
337,2021-01-15 00:00:00,1.50,-1.60,2,Nuvoloso,Freddo
338,2021-01-15 01:00:00,2.80,-0.40,3,Nuvoloso,Freddo
339,2021-01-15 02:00:00,3.20,-0.20,3,Nuvoloso,Freddo
340,2021-01-15 03:00:00,2.90,-0.30,3,Nuvoloso,Freddo
341,2021-01-15 04:00:00,1.80,-1.20,3,Nuvoloso,Freddo
342,2021-01-15 05:00:00,1.40,-1.80,3,Nuvoloso,Freddo
343,2021-01-15 06:00:00,2.50,-0.70,3,Nuvoloso,Freddo
344,2021-01-15 07:00:00,3.50,0.70,3,Nuvoloso,Freddo
345,2021-01-15 08:00:00,2.50,-0.20,3,Nuvoloso,Freddo
346,2021-01-15 09:00:00,2.70,0.20,3,Nuvoloso,Freddo
347,2021-01-15 10:00:00,3.80,1.10,3,Nuvoloso,Freddo
348,2021-01-15 11:00:00,4.60,1.90,3,Nuvoloso,Freddo
349,2021-01-15 12:00:00,5.40,2.70,3,Nuvoloso,Freddo
350,2021-01-15 13:00:00,6.30,3.30,3,Nuvoloso,Freddo
351,2021-01-15 14:00:00,6.50,3.20,3,Nuvoloso,Freddo
352,2021-01-15 15:00:00,6.00,2.70,3,Nuvoloso,Freddo
353,2021-01-15 16:00:00,5.70,2.60,3,Nuvoloso,Freddo
354,2021-01-15 17:00:00,5.00,2.10,3,Nuvoloso,Freddo
355,2021-01-15 18:00:00,4.60,1.70,3,Nuvoloso,Freddo
356,2021-01-15 19:00:00,4.00,1.30,3,Nuvoloso,Freddo
357,2021-01-15 20:00:00,2.80,0.00,3,Nuvoloso,Freddo
358,2021-01-15 21:00:00,3.00,0.30,3,Nuvoloso,Freddo
359,2021-01-15 22:00:00,1.50,-1.40,1,Nuvoloso,Freddo
360,2021-01-15 23:00:00,0.20,-2.90,1,Nuvoloso,Freddo
361,2021-01-16 00:00:00,-0.80,-4.00,1,Nuvoloso,Freddo
