id_data,data,anno,mese,giorno,is_weekend,is_festivo
730,2023-10-01,2023,10,1,1,0
731,2023-10-23,2023,10,23,0,0
732,2023-01-09,2023,1,9,0,0
733,2023-01-25,2023,1,25,0,0
734,2023-01-28,2023,1,28,1,0
735,2023-01-31,2023,1,31,0,0
736,2025-08-26,2025,8,26,0,0
737,2025-08-31,2025,8,31,1,0
738,2025-09-28,2025,9,28,1,0
739,2025-10-15,2025,10,15,0,0
740,2025-10-18,2025,10,18,1,0
741,2025-07-18,2025,7,18,0,0
742,2025-07-19,2025,7,19,1,0
743,2025-07-22,2025,7,22,0,0
744,2021-07-02,2021,7,2,0,0
745,2021-07-18,2021,7,18,1,0
746,2021-08-28,2021,8,28,1,0
747,2022-03-24,2022,3,24,0,0
748,2022-03-28,2022,3,28,0,0
749,2022-04-10,2022,4,10,1,0
750,2022-05-02,2022,5,2,0,0
751,2022-06-12,2022,6,12,1,0
752,2024-02-17,2024,2,17,1,0
753,2024-08-31,2024,8,31,1,0
754,2024-08-10,2024,8,10,1,0
755,2024-03-06,2024,3,6,0,0
756,2024-03-09,2024,3,9,1,0
757,2024-04-06,2024,4,6,1,0
758,2024-04-13,2024,4,13,1,0
759,2024-05-19,2024,5,19,1,0
760,2024-06-03,2024,6,3,0,0
761,2024-06-14,2024,6,14,0,0
762,2024-11-12,2024,11,12,0,0
763,2024-11-26,2024,11,26,0,0
764,2024-06-26,2024,6,26,0,0
765,2024-07-21,2024,7,21,1,0
766,2024-07-23,2024,7,23,0,0
767,2025-04-02,2025,4,2,0,0
768,2025-05-14,2025,5,14,0,0
769,2025-05-20,2025,5,20,0,0
770,2025-05-28,2025,5,28,0,0
771,2025-01-24,2025,1,24,0,0
772,2021-01-05,2021,1,5,0,0
773,2021-01-22,2021,1,22,0,0
774,2021-02-16,2021,2,16,0,0
775,2021-02-24,2021,2,24,0,0
776,2021-02-27,2021,2,27,1,0
777,2021-03-13,2021,3,13,1,0
778,2023-05-04,2023,5,4,0,0
779,2023-05-16,2023,5,16,0,0
780,2023-05-26,2023,5,26,0,0
781,2023-05-27,2023,5,27,1,0
782,2023-06-08,2023,6,8,0,0
783,2021-04-09,2021,4,9,0,0
784,2021-04-24,2021,4,24,1,0
785,2022-07-15,2022,7,15,0,0
786,2022-07-19,2022,7,19,0,0
787,2022-07-27,2022,7,27,0,0
788,2022-08-14,2022,8,14,1,0
789,2022-09-01,2022,9,1,0,0
790,2022-09-14,2022,9,14,0,0
791,2022-09-30,2022,9,30,0,0
792,2022-10-01,2022,10,1,1,0
793,2022-11-03,2022,11,3,0,0
794,2022-11-04,2022,11,4,0,0
795,2022-11-11,2022,11,11,0,0
796,2022-11-16,2022,11,16,0,0
797,2022-11-21,2022,11,21,0,0
798,2022-11-26,2022,11,26,1,0
1038,2022-12-22,2022,12,22,0,0
1039,2021-11-30,2021,11,30,0,0
1040,2021-12-02,2021,12,2,0,0
1041,2021-12-29,2021,12,29,0,0
1042,2021-12-30,2021,12,30,0,0
1043,2022-01-18,2022,1,18,0,0
1044,2022-01-20,2022,1,20,0,0
1045,2022-02-03,2022,2,3,0,0
1046,2022-02-04,2022,2,4,0,0
1047,2022-02-26,2022,2,26,1,0
1138,2023-08-05,2023,8,5,1,0
1139,2023-08-24,2023,8,24,0,0
1140,2023-02-17,2023,2,17,0,0
1141,2023-02-20,2023,2,20,0,0
1142,2023-04-08,2023,4,8,1,0
1143,2025-12-13,2025,12,13,1,0
1144,2025-06-12,2025,6,12,0,0
1145,2024-09-11,2024,9,11,0,0
1146,2024-09-19,2024,9,19,0,0
1147,2024-09-26,2024,9,26,0,0
1148,2024-10-04,2024,10,4,0,0
1149,2024-10-09,2024,10,9,0,0
1150,2024-10-29,2024,10,29,0,0
1151,2021-06-01,2021,6,1,0,0
1152,2021-06-09,2021,6,9,0,0
1153,2023-11-22,2023,11,22,0,0
1154,2023-11-28,2023,11,28,0,0
1155,2023-12-12,2023,12,12,0,0
1156,2023-12-14,2023,12,14,0,0
1157,2023-12-20,2023,12,20,0,0
1158,2023-12-25,2023,12,25,0,1
1159,2024-01-05,2024,1,5,0,0
1160,2025-01-30,2025,1,30,0,0
1161,2025-01-19,2025,1,19,1,0
1162,2025-02-06,2025,2,6,0,0
1163,2025-03-17,2025,3,17,0,0
1164,2023-09-29,2023,9,29,0,0
1165,2023-10-11,2023,10,11,0,0
1166,2023-10-15,2023,10,15,1,0
1167,2023-10-20,2023,10,20,0,0
1168,2023-10-21,2023,10,21,1,0
1169,2023-10-22,2023,10,22,1,0
1170,2023-10-25,2023,10,25,0,0
1171,2023-04-28,2023,4,28,0,0
1172,2023-01-17,2023,1,17,0,0
1173,2023-01-26,2023,1,26,0,0
1174,2025-09-15,2025,9,15,0,0
1175,2025-10-09,2025,10,9,0,0
1176,2025-10-10,2025,10,10,0,0
1177,2025-10-14,2025,10,14,0,0
1178,2025-10-20,2025,10,20,0,0
1179,2025-11-07,2025,11,7,0,0
1180,2025-11-11,2025,11,11,0,0
1181,2025-07-04,2025,7,4,0,0
1182,2025-07-10,2025,7,10,0,0
1183,2021-07-15,2021,7,15,0,0
1184,2021-07-26,2021,7,26,0,0
1185,2021-07-27,2021,7,27,0,0
1186,2021-08-03,2021,8,3,0,0
1187,2021-08-06,2021,8,6,0,0
1188,2021-08-08,2021,8,8,1,0
1189,2021-08-26,2021,8,26,0,0
1190,2021-08-29,2021,8,29,1,0
1191,2021-09-23,2021,9,23,0,0
1192,2021-09-25,2021,9,25,1,0
1193,2022-04-04,2022,4,4,0,0
1194,2022-04-28,2022,4,28,0,0
1195,2022-05-07,2022,5,7,1,0
1196,2022-05-10,2022,5,10,0,0
1197,2022-05-16,2022,5,16,0,0
1198,2022-05-21,2022,5,21,1,0
1199,2022-06-04,2022,6,4,1,0
1200,2022-06-18,2022,6,18,1,0
1201,2022-06-27,2022,6,27,0,0
1202,2024-03-20,2024,3,20,0,0
1203,2024-03-24,2024,3,24,1,0
1204,2024-03-29,2024,3,29,0,0
1205,2024-03-31,2024,3,31,1,0
1206,2024-04-04,2024,4,4,0,0
1207,2024-04-16,2024,4,16,0,0
1208,2024-05-09,2024,5,9,0,0
1209,2024-05-13,2024,5,13,0,0
1210,2024-05-27,2024,5,27,0,0
1211,2024-05-30,2024,5,30,0,0
1212,2024-11-09,2024,11,9,1,0
1213,2024-12-09,2024,12,9,0,0
1214,2024-12-25,2024,12,25,0,1
1215,2024-12-26,2024,12,26,0,1
1216,2024-07-08,2024,7,8,0,0
1217,2024-07-17,2024,7,17,0,0
1218,2024-07-27,2024,7,27,1,0
1219,2025-04-30,2025,4,30,0,0
1220,2025-04-13,2025,4,13,1,0
1221,2025-04-20,2025,4,20,1,0
1222,2025-05-04,2025,5,4,1,0
1223,2021-01-15,2021,1,15,0,0
1224,2021-02-08,2021,2,8,0,0
1225,2023-05-05,2023,5,5,0,0
1226,2023-06-15,2023,6,15,0,0
1227,2021-04-02,2021,4,2,0,0
1228,2021-04-12,2021,4,12,0,0
1229,2021-04-21,2021,4,21,0,0
1230,2021-04-26,2021,4,26,0,0
1231,2022-08-17,2022,8,17,0,0
1232,2022-08-25,2022,8,25,0,0
1233,2022-08-29,2022,8,29,0,0
1234,2022-09-23,2022,9,23,0,0
1235,2022-09-24,2022,9,24,1,0
1236,2022-10-21,2022,10,21,0,0
1237,2022-10-25,2022,10,25,0,0
1238,2022-10-28,2022,10,28,0,0
1239,2022-10-31,2022,10,31,0,0
1240,2022-11-19,2022,11,19,1,0
1241,2023-07-14,2023,7,14,0,0
1242,2023-07-16,2023,7,16,1,0
470,2022-12-11,2022,12,11,1,0
471,2022-12-20,2022,12,20,0,0
472,2021-10-03,2021,10,3,1,0
473,2021-10-10,2021,10,10,1,0
474,2021-10-14,2021,10,14,0,0
475,2021-11-06,2021,11,6,1,0
476,2021-11-16,2021,11,16,0,0
477,2021-12-05,2021,12,5,1,0
478,2021-12-13,2021,12,13,0,0
479,2021-12-18,2021,12,18,1,0
480,2021-12-26,2021,12,26,1,1
481,2022-01-03,2022,1,3,0,0
482,2022-01-19,2022,1,19,0,0
483,2022-02-11,2022,2,11,0,0
484,2023-02-19,2023,2,19,1,0
485,2023-03-01,2023,3,1,0,0
486,2023-03-12,2023,3,12,1,0
487,2023-04-06,2023,4,6,0,0
488,2023-04-09,2023,4,9,1,0
489,2025-12-12,2025,12,12,0,0
490,2025-12-14,2025,12,14,1,0
491,2025-12-18,2025,12,18,0,0
492,2025-06-16,2025,6,16,0,0
493,2025-06-19,2025,6,19,0,0
494,2024-09-17,2024,9,17,0,0
495,2024-09-25,2024,9,25,0,0
496,2024-10-12,2024,10,12,1,0
497,2024-10-23,2024,10,23,0,0
498,2021-05-01,2021,5,1,1,1
499,2021-05-02,2021,5,2,1,0
500,2021-05-13,2021,5,13,0,0
501,2021-05-23,2021,5,23,1,0
502,2021-05-25,2021,5,25,0,0
503,2021-06-04,2021,6,4,0,0
504,2021-06-06,2021,6,6,1,0
505,2021-06-14,2021,6,14,0,0
506,2021-06-15,2021,6,15,0,0
507,2021-06-17,2021,6,17,0,0
508,2021-06-29,2021,6,29,0,0
509,2023-11-14,2023,11,14,0,0
510,2023-11-18,2023,11,18,1,0
511,2023-12-03,2023,12,3,1,0
512,2023-12-06,2023,12,6,0,0
513,2025-01-07,2025,1,7,0,0
514,2025-02-15,2025,2,15,1,0
515,2025-03-04,2025,3,4,0,0
516,2025-03-11,2025,3,11,0,0
517,2023-09-03,2023,9,3,1,0
518,2023-10-06,2023,10,6,0,0
519,2023-10-12,2023,10,12,0,0
520,2023-10-13,2023,10,13,0,0
521,2023-10-14,2023,10,14,1,0
522,2023-10-27,2023,10,27,0,0
523,2023-01-16,2023,1,16,0,0
524,2023-01-23,2023,1,23,0,0
525,2025-08-09,2025,8,9,1,0
526,2025-09-16,2025,9,16,0,0
527,2025-09-29,2025,9,29,0,0
528,2025-10-06,2025,10,6,0,0
529,2025-07-01,2025,7,1,0,0
530,2021-07-16,2021,7,16,0,0
531,2021-07-19,2021,7,19,0,0
532,2021-08-05,2021,8,5,0,0
533,2021-09-02,2021,9,2,0,0
534,2022-03-15,2022,3,15,0,0
535,2022-03-17,2022,3,17,0,0
536,2022-03-21,2022,3,21,0,0
537,2022-04-03,2022,4,3,1,0
538,2022-04-09,2022,4,9,1,0
539,2024-02-11,2024,2,11,1,0
540,2024-08-06,2024,8,6,0,0
541,2024-03-11,2024,3,11,0,0
542,2024-03-19,2024,3,19,0,0
543,2024-03-23,2024,3,23,1,0
544,2024-04-26,2024,4,26,0,0
545,2024-05-07,2024,5,7,0,0
546,2024-05-25,2024,5,25,1,0
547,2024-05-29,2024,5,29,0,0
548,2024-06-10,2024,6,10,0,0
549,2024-11-01,2024,11,1,0,1
550,2024-11-28,2024,11,28,0,0
551,2024-12-28,2024,12,28,1,0
552,2024-12-31,2024,12,31,0,0
553,2024-07-11,2024,7,11,0,0
554,2024-07-13,2024,7,13,1,0
555,2024-07-31,2024,7,31,0,0
556,2025-04-28,2025,4,28,0,0
557,2025-04-08,2025,4,8,0,0
558,2025-05-24,2025,5,24,1,0
559,2025-05-26,2025,5,26,0,0
560,2025-05-29,2025,5,29,0,0
561,2025-01-21,2025,1,21,0,0
562,2021-02-17,2021,2,17,0,0
563,2021-02-19,2021,2,19,0,0
564,2021-03-05,2021,3,5,0,0
565,2021-03-08,2021,3,8,0,0
566,2023-05-11,2023,5,11,0,0
567,2023-06-22,2023,6,22,0,0
568,2022-07-04,2022,7,4,0,0
569,2022-08-15,2022,8,15,0,1
570,2022-09-04,2022,9,4,1,0
571,2022-10-08,2022,10,8,1,0
572,2022-10-19,2022,10,19,0,0
573,2023-07-01,2023,7,1,1,0
359,2022-12-05,2022,12,5,0,0
360,2022-12-18,2022,12,18,1,0
361,2023-01-06,2023,1,6,0,1
362,2021-11-03,2021,11,3,0,0
363,2021-11-19,2021,11,19,0,0
364,2021-12-07,2021,12,7,0,0
365,2022-01-14,2022,1,14,0,0
366,2022-02-12,2022,2,12,1,0
367,2022-02-15,2022,2,15,0,0
368,2023-08-13,2023,8,13,1,0
369,2023-03-20,2023,3,20,0,0
370,2023-03-23,2023,3,23,0,0
371,2025-11-27,2025,11,27,0,0
372,2025-12-17,2025,12,17,0,0
373,2025-06-21,2025,6,21,1,0
374,2025-06-27,2025,6,27,0,0
375,2024-09-14,2024,9,14,1,0
376,2024-09-29,2024,9,29,1,0
377,2024-10-03,2024,10,3,0,0
378,2024-10-10,2024,10,10,0,0
379,2024-10-15,2024,10,15,0,0
380,2021-05-28,2021,5,28,0,0
381,2021-05-06,2021,5,6,0,0
382,2021-05-20,2021,5,20,0,0
383,2021-06-21,2021,6,21,0,0
384,2021-06-22,2021,6,22,0,0
385,2021-06-26,2021,6,26,1,0
386,2023-11-20,2023,11,20,0,0
387,2023-11-25,2023,11,25,1,0
388,2023-11-03,2023,11,3,0,0
389,2023-11-04,2023,11,4,1,0
390,2023-12-01,2023,12,1,0,0
391,2023-12-22,2023,12,22,0,0
392,2024-01-06,2024,1,6,1,1
393,2024-01-17,2024,1,17,0,0
394,2024-01-25,2024,1,25,0,0
395,2024-01-29,2024,1,29,0,0
396,2023-09-05,2023,9,5,0,0
397,2023-09-18,2023,9,18,0,0
398,2023-10-29,2023,10,29,1,0
399,2023-04-26,2023,4,26,0,0
400,2023-01-27,2023,1,27,0,0
401,2025-08-07,2025,8,7,0,0
402,2025-08-10,2025,8,10,1,0
403,2025-09-05,2025,9,5,0,0
404,2025-09-10,2025,9,10,0,0
405,2025-09-24,2025,9,24,0,0
406,2025-10-19,2025,10,19,1,0
407,2025-10-26,2025,10,26,1,0
408,2025-11-06,2025,11,6,0,0
409,2025-11-08,2025,11,8,1,0
410,2025-07-14,2025,7,14,0,0
411,2021-08-13,2021,8,13,0,0
412,2021-09-18,2021,9,18,1,0
413,2021-09-29,2021,9,29,0,0
414,2022-03-12,2022,3,12,1,0
415,2022-04-12,2022,4,12,0,0
416,2022-04-17,2022,4,17,1,0
417,2022-04-26,2022,4,26,0,0
418,2022-05-03,2022,5,3,0,0
419,2022-05-11,2022,5,11,0,0
420,2022-05-17,2022,5,17,0,0
421,2022-06-14,2022,6,14,0,0
422,2022-06-15,2022,6,15,0,0
423,2024-02-05,2024,2,5,0,0
424,2024-08-17,2024,8,17,1,0
425,2024-08-26,2024,8,26,0,0
426,2024-08-01,2024,8,1,0,0
427,2024-03-03,2024,3,3,1,0
428,2024-03-07,2024,3,7,0,0
429,2024-04-01,2024,4,1,0,0
430,2024-04-28,2024,4,28,1,0
431,2024-05-02,2024,5,2,0,0
432,2024-06-12,2024,6,12,0,0
433,2024-06-13,2024,6,13,0,0
434,2024-11-16,2024,11,16,1,0
435,2024-12-16,2024,12,16,0,0
436,2024-12-23,2024,12,23,0,0
437,2024-12-24,2024,12,24,0,0
438,2024-12-29,2024,12,29,1,0
439,2024-06-28,2024,6,28,0,0
440,2025-04-29,2025,4,29,0,0
441,2025-04-21,2025,4,21,0,0
442,2025-05-10,2025,5,10,1,0
443,2025-05-23,2025,5,23,0,0
444,2025-01-23,2025,1,23,0,0
445,2025-01-26,2025,1,26,1,0
446,2021-01-16,2021,1,16,1,0
447,2021-01-31,2021,1,31,1,0
448,2021-02-02,2021,2,2,0,0
449,2021-02-04,2021,2,4,0,0
450,2021-02-15,2021,2,15,0,0
451,2021-02-23,2021,2,23,0,0
452,2021-03-07,2021,3,7,1,0
453,2021-03-22,2021,3,22,0,0
454,2023-05-03,2023,5,3,0,0
455,2023-05-28,2023,5,28,1,0
456,2023-06-02,2023,6,2,0,1
457,2023-06-03,2023,6,3,1,0
458,2023-06-04,2023,6,4,1,0
459,2023-06-12,2023,6,12,0,0
460,2023-06-25,2023,6,25,1,0
461,2021-03-31,2021,3,31,0,0
462,2021-04-18,2021,4,18,1,0
463,2021-04-23,2021,4,23,0,0
464,2022-07-23,2022,7,23,1,0
465,2022-07-31,2022,7,31,1,0
466,2022-09-25,2022,9,25,1,0
467,2022-10-16,2022,10,16,1,0
468,2022-10-30,2022,10,30,1,0
469,2022-11-14,2022,11,14,0,0
1015,2022-12-30,2022,12,30,0,0
1016,2021-10-19,2021,10,19,0,0
1017,2021-10-01,2021,10,1,0,0
1018,2021-10-05,2021,10,5,0,0
1019,2021-10-09,2021,10,9,1,0
1020,2021-10-11,2021,10,11,0,0
1021,2021-10-15,2021,10,15,0,0
1022,2021-11-21,2021,11,21,1,0
1023,2022-01-04,2022,1,4,0,0
1024,2022-01-29,2022,1,29,1,0
1025,2022-02-13,2022,2,13,1,0
1026,2022-02-27,2022,2,27,1,0
1027,2023-02-13,2023,2,13,0,0
1028,2023-03-02,2023,3,2,0,0
1029,2023-03-21,2023,3,21,0,0
1030,2023-03-30,2023,3,30,0,0
1031,2025-11-19,2025,11,19,0,0
1032,2025-11-21,2025,11,21,0,0
1033,2025-12-01,2025,12,1,0,0
1034,2025-12-04,2025,12,4,0,0
1035,2025-12-15,2025,12,15,0,0
1036,2025-06-01,2025,6,1,1,0
1037,2025-06-02,2025,6,2,0,1
1048,2025-06-06,2025,6,6,0,0
1049,2025-06-07,2025,6,7,1,0
1050,2025-06-08,2025,6,8,1,0
1051,2025-06-10,2025,6,10,0,0
1052,2024-09-18,2024,9,18,0,0
1053,2024-09-09,2024,9,9,0,0
1054,2024-10-17,2024,10,17,0,0
1055,2024-10-30,2024,10,30,0,0
1056,2024-10-31,2024,10,31,0,0
1057,2021-05-10,2021,5,10,0,0
1058,2021-05-21,2021,5,21,0,0
1059,2021-06-10,2021,6,10,0,0
1060,2021-06-20,2021,6,20,1,0
1061,2021-06-30,2021,6,30,0,0
1062,2023-11-26,2023,11,26,1,0
1063,2023-12-08,2023,12,8,0,1
1064,2024-01-08,2024,1,8,0,0
1065,2024-01-22,2024,1,22,0,0
1066,2025-01-11,2025,1,11,1,0
1067,2025-01-16,2025,1,16,0,0
1068,2025-02-13,2025,2,13,0,0
1069,2025-02-28,2025,2,28,0,0
1070,2025-03-01,2025,3,1,1,0
1071,2025-03-03,2025,3,3,0,0
1072,2025-03-16,2025,3,16,1,0
1073,2025-03-26,2025,3,26,0,0
1074,2023-08-30,2023,8,30,0,0
1075,2023-10-05,2023,10,5,0,0
1076,2023-01-21,2023,1,21,1,0
1077,2025-08-27,2025,8,27,0,0
1078,2025-08-18,2025,8,18,0,0
1079,2025-09-09,2025,9,9,0,0
1080,2025-09-21,2025,9,21,1,0
1081,2025-09-25,2025,9,25,0,0
1082,2025-09-27,2025,9,27,1,0
1083,2025-11-10,2025,11,10,0,0
1084,2025-07-25,2025,7,25,0,0
1085,2025-07-28,2025,7,28,0,0
1086,2025-07-05,2025,7,5,1,0
1087,2025-07-07,2025,7,7,0,0
1088,2025-07-08,2025,7,8,0,0
1089,2021-07-07,2021,7,7,0,0
1090,2021-08-16,2021,8,16,0,0
1091,2021-08-18,2021,8,18,0,0
1092,2021-08-23,2021,8,23,0,0
1093,2021-08-27,2021,8,27,0,0
1094,2021-09-11,2021,9,11,1,0
1095,2021-09-24,2021,9,24,0,0
1096,2022-03-14,2022,3,14,0,0
1097,2022-03-22,2022,3,22,0,0
1098,2022-04-24,2022,4,24,1,0
1099,2022-05-04,2022,5,4,0,0
1100,2022-05-29,2022,5,29,1,0
1101,2022-06-06,2022,6,6,0,0
1102,2022-06-13,2022,6,13,0,0
1103,2022-06-26,2022,6,26,1,0
1104,2024-02-07,2024,2,7,0,0
1105,2024-02-19,2024,2,19,0,0
1106,2024-02-25,2024,2,25,1,0
1107,2024-08-23,2024,8,23,0,0
1108,2024-08-28,2024,8,28,0,0
1109,2024-08-29,2024,8,29,0,0
1110,2024-03-16,2024,3,16,1,0
1111,2024-04-17,2024,4,17,0,0
1112,2024-04-24,2024,4,24,0,0
1113,2024-06-19,2024,6,19,0,0
1114,2024-12-12,2024,12,12,0,0
1115,2024-12-13,2024,12,13,0,0
1116,2024-07-09,2024,7,9,0,0
1117,2024-07-22,2024,7,22,0,0
1118,2025-04-03,2025,4,3,0,0
1119,2021-01-07,2021,1,7,0,0
1120,2021-01-12,2021,1,12,0,0
1121,2021-01-23,2021,1,23,1,0
1122,2021-01-25,2021,1,25,0,0
1123,2021-02-28,2021,2,28,1,0
1124,2021-03-29,2021,3,29,0,0
1125,2021-04-07,2021,4,7,0,0
1126,2021-04-20,2021,4,20,0,0
1127,2021-04-29,2021,4,29,0,0
1128,2022-07-08,2022,7,8,0,0
1129,2022-07-10,2022,7,10,1,0
1130,2022-07-14,2022,7,14,0,0
1131,2022-08-09,2022,8,9,0,0
1132,2022-08-20,2022,8,20,1,0
1133,2022-09-07,2022,9,7,0,0
1134,2022-09-22,2022,9,22,0,0
1135,2022-11-08,2022,11,8,0,0
1136,2022-11-28,2022,11,28,0,0
1137,2023-07-09,2023,7,9,1,0
574,2022-12-03,2022,12,3,1,0
575,2022-12-04,2022,12,4,1,0
576,2022-12-29,2022,12,29,0,0
577,2021-11-09,2021,11,9,0,0
578,2021-12-16,2021,12,16,0,0
